,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
2385,CHEMBL3759654,,0,399.49,0,4.67,21,COc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1,Ki,'=',740.0,nM,6.13,,,UO_0000065,15.35,0.28,1.46,9.13,False,CHEMBL3760805,Inhibition of recombinant human GST-tagged LSD1 catalytic domain (172 to 833 residues) using dimethylated H3K4 peptide substrate preincubated for 10 mins followed by substrate addition by HPLC-MS analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3758149,1,Scientific Literature,J. Med. Chem.,2016.0,None,
2386,CHEMBL4087724,,0,387.53,0,3.97,21d,Cc1ccc([C@@H]2CN(C(=O)CC3CCCNC3)C[C@H]2c2ccc(C#N)cc2)cc1,IC50,'=',570.0,nM,6.24,,,UO_0000065,16.11,0.29,2.27,11.12,False,CHEMBL4047447,Inhibition of recombinant human N-terminal truncated LSD1 (151 to 852 residues) expressed in Escherichia coli using histone H3(1-21)K4(Me1) biotin peptide as substrate measured after 30 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4043241,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
2387,CHEMBL1797640,,0,252.32,0,2.75,7,NC1CC1c1ccc(NC(=O)c2ccccc2)cc1,Ki,'=',1000.0,nM,6.0,,,UO_0000065,23.78,0.43,3.25,10.89,False,CHEMBL1798563,Inhibition of LSD1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1795231,1,Scientific Literature,Bioorg. Med. Chem.,2011.0,None,
2388,CHEMBL3651586,,0,336.44,0,2.99,BDBM101272,O=C(CN[C@H]1C[C@@H]1c1ccc(OCc2ccccc2)cc1)NC1CC1,Ki,'=',520.0,nM,6.28,,218631,UO_0000065,18.68,0.34,3.29,12.48,False,CHEMBL3707803,Biological Assay: Biological assay using monoamine oxidase or LSD1.,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3639147,37,BindingDB Database,,2013.0,None,
2389,CHEMBL1086217,,0,2292.68,None,None,16,C#CCNCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)O)[C@@H](C)O)[C@@H](C)O,Ki,'=',290.0,nM,6.54,,,UO_0000065,2.85,None,None,None,False,CHEMBL1798565,Inhibition of GST-tagged LSD1 expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1795231,1,Scientific Literature,Bioorg. Med. Chem.,2011.0,None,
2390,CHEMBL1797648,,0,2306.71,None,None,17,C#CCN(C)CCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)O)[C@@H](C)O)[C@@H](C)O,Ki,'=',8300.0,nM,5.08,,,UO_0000065,2.2,None,None,None,False,CHEMBL1798575,Irreversible inhibition of LSD1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1795231,1,Scientific Literature,Bioorg. Med. Chem.,2011.0,None,
2391,CHEMBL3621615,,0,315.76,0,3.44,6,Nc1nnc(NCc2c(Cl)cccc2Oc2ccccc2)[nH]1,Ki,'=',2200.0,nM,5.66,,,UO_0000065,17.92,0.35,2.22,6.37,False,CHEMBL3626339,Competitive inhibition of LSD1 (unknown origin) incubated for 30 mins using H3K4me2 substrate by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621154,1,Scientific Literature,MedChemComm,2014.0,None,
2392,CHEMBL3682531,,0,403.06,0,4.01,BDBM151618,C/C(=N\NC(=O)c1cnc(Cl)c(Br)c1)c1cc(Cl)ccc1O,IC50,'>',3000.0,nM,,,291669,UO_0000065,,,,,False,CHEMBL3705682,"Inhibitor Screening Assay: The primary assay for compound inhibitory activity was the LSD1 Inhibitor Screening Assay Kit (Cayman Chemical Company, Ann Arbor, Mich.; Cayman Chemical Item Number 700120). Briefly, test compounds were diluted to 20.times. the desired test concentration in 100% DMSO and 2.5 .mu.L of the diluted drug sample was added to a black 384-well plate. The LSD1 enzyme stock was diluted 17-fold with assay buffer and 40 .mu.M of the diluted LSD1 enzyme was added to the appropriate wells. The reaction mixture comprised horseradish peroxidase, dimethyl K4 peptide (corresponding to the first 21 amino acids of the N-terminal tail of histone H3), and 10-acetyl-3,7-dihydroxyphenoxazine was then added to wells. Generation of resorufin (generated by reacting with H.sub.2O.sub.2 produced in the reaction) was analyzed on an Envision microplate reader with an excitation wavelength of 530 nm and an emission wavelength of 595 nm.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638698,37,BindingDB Database,,2015.0,None,
2393,CHEMBL4517041,,0,402.28,0,4.76,16f,C=C1C(=O)OCC1C(O)c1cn(Cc2ccc(Cl)cc2)c2ccc(Cl)cc12,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4396034,Inhibition of recombinant LSD1 (unknown origin) (catalytic domain 157 to 852 residues) expressed in Escherichia coli BL21 using H3K4me1 as substrate incubated for 1 hr by horse-radish peroxidase/amplex red-based fluorescence method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4393711,1,Scientific Literature,Eur J Med Chem,2019.0,None,
2394,CHEMBL4448235,,0,314.35,0,0.81,L05,O=C(CCC1NC(=O)NC1=O)NCCc1c[nH]c2ccccc12,Activity,'=',98.19,%,,,,UO_0000187,,,,,False,CHEMBL4332928,Reversible inhibition of human N-terminal GST-tagged LSD1 isoform2 (158 to end residues) expressed in Escherichia coli assessed as residual activity at 2.1 uM using H3K4me2 as substrate incubated for 1 hr prior to 100-fold dilution of enzyme-inhibitor mixture followed by substrate addition by jump-dilution method relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4330120,1,Scientific Literature,Bioorg Med Chem Lett,2019.0,None,
2395,CHEMBL3651129,,0,271.34,0,3.48,BDBM153452,COc1ccc(CN[C@H]2CC2c2ccccc2)c(F)c1,IC50,'=',360.0,nM,6.44,,294691,UO_0000065,23.75,0.44,2.96,30.31,False,CHEMBL3705690,"Amplex Red Peroxide/Peroxidase-Coupled Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc. In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Millipore) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red peroxide/peroxidase-coupled assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of various concentrations of inhibitor (from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in triplicate.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638785,37,BindingDB Database,,2015.0,None,
2396,CHEMBL3104246,,0,471.89,0,1.58,BDBM50445335,COc1ccc(Cl)cc1C(=O)NNC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1F,IC50,'>',3000.0,nM,,,291656,UO_0000065,,,,,False,CHEMBL3705682,"Inhibitor Screening Assay: The primary assay for compound inhibitory activity was the LSD1 Inhibitor Screening Assay Kit (Cayman Chemical Company, Ann Arbor, Mich.; Cayman Chemical Item Number 700120). Briefly, test compounds were diluted to 20.times. the desired test concentration in 100% DMSO and 2.5 .mu.L of the diluted drug sample was added to a black 384-well plate. The LSD1 enzyme stock was diluted 17-fold with assay buffer and 40 .mu.M of the diluted LSD1 enzyme was added to the appropriate wells. The reaction mixture comprised horseradish peroxidase, dimethyl K4 peptide (corresponding to the first 21 amino acids of the N-terminal tail of histone H3), and 10-acetyl-3,7-dihydroxyphenoxazine was then added to wells. Generation of resorufin (generated by reacting with H.sub.2O.sub.2 produced in the reaction) was analyzed on an Envision microplate reader with an excitation wavelength of 530 nm and an emission wavelength of 595 nm.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638698,37,BindingDB Database,,2015.0,None,
2397,CHEMBL3781124,,0,423.39,0,2.51,16,CN1CCN(c2ccc(C(=O)Nc3ccc([C@H]4C[C@@H]4N)cc3)cc2)CC1.Cl.Cl,FC,'=',3.1,,,,,,,,,,False,CHEMBL3782877,Inhibition of KDM1A in human NB4 cells assessed as increase in CD11b mRNA expression at biochemical IC50 measured after 24 hrs by RT-PCR analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3779820,1,Scientific Literature,J. Med. Chem.,2016.0,CHEMBL3308423,
2398,CHEMBL3735854,,0,277.75,0,2.08,11a,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccc[nH]2)cc1,FC,'<=',4.0,,,,,,,,,,False,CHEMBL3737232,Inhibition of LSD1 in human NB4 cells assessed as induction of ITGAM mRNA expression at IC50 after 24 hrs by quantitative RT-PCR analysis relative to vehicle-treated control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3734732,1,Scientific Literature,MedChemComm,2015.0,CHEMBL3308423,
2399,CHEMBL3735264,,0,410.91,0,3.19,11c,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2cccn2CC(=O)Nc2ccccc2)cc1,FC,'<=',4.0,,,,,,,,,,False,CHEMBL3737232,Inhibition of LSD1 in human NB4 cells assessed as induction of ITGAM mRNA expression at IC50 after 24 hrs by quantitative RT-PCR analysis relative to vehicle-treated control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3734732,1,Scientific Literature,MedChemComm,2015.0,CHEMBL3308423,
2400,CHEMBL3736264,,0,411.89,0,3.74,11f,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccn(C(=O)OCc3ccccc3)c2)cc1,FC,'<=',4.0,,,,,,,,,,False,CHEMBL3737232,Inhibition of LSD1 in human NB4 cells assessed as induction of ITGAM mRNA expression at IC50 after 24 hrs by quantitative RT-PCR analysis relative to vehicle-treated control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3734732,1,Scientific Literature,MedChemComm,2015.0,CHEMBL3308423,
2401,CHEMBL492697,,0,223.32,0,3.33,7a,c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,IC50,'=',321.1,nM,6.49,,,UO_0000065,29.08,0.52,3.16,53.98,False,CHEMBL4253672,Inhibition of GST-tagged LSD1 (2 to 852 residues) (unknown origin) expressed in baculovirus infected sf9 cells preincubated for 15 mins followed by H3K4me2 substrate addition measured after 60 mins by amplex red reagent based HRP enzyme coupled fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4251603,1,Scientific Literature,Eur J Med Chem,2018.0,None,
2402,CHEMBL3134374,,0,401.8,0,4.35,23,O=S(=O)(Nc1ccn(-c2ccc(Cl)cc2)n1)c1cccc(C(F)(F)F)c1,IC50,'=',56900.0,nM,4.25,,,UO_0000065,10.56,0.22,-0.11,6.63,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
2403,CHEMBL4074550,,0,405.5,0,1.86,30e,N#Cc1ccc(N(CC(=O)N2CCC(CN)CC2)Cc2ccc(C(N)=O)cc2)cc1,Kd,'=',490.0,nM,6.31,,,UO_0000065,15.56,0.29,4.45,5.42,False,CHEMBL4019804,Binding affinity to LSD1 (unknown origin) by SPR analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4017519,1,Scientific Literature,J Med Chem,2017.0,None,
2404,CHEMBL3104351,,0,437.52,0,3.01,BDBM151609,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cccc2ccccc12,IC50,'>',10000.0,nM,,,291660,UO_0000065,,,,,False,CHEMBL3705682,"Inhibitor Screening Assay: The primary assay for compound inhibitory activity was the LSD1 Inhibitor Screening Assay Kit (Cayman Chemical Company, Ann Arbor, Mich.; Cayman Chemical Item Number 700120). Briefly, test compounds were diluted to 20.times. the desired test concentration in 100% DMSO and 2.5 .mu.L of the diluted drug sample was added to a black 384-well plate. The LSD1 enzyme stock was diluted 17-fold with assay buffer and 40 .mu.M of the diluted LSD1 enzyme was added to the appropriate wells. The reaction mixture comprised horseradish peroxidase, dimethyl K4 peptide (corresponding to the first 21 amino acids of the N-terminal tail of histone H3), and 10-acetyl-3,7-dihydroxyphenoxazine was then added to wells. Generation of resorufin (generated by reacting with H.sub.2O.sub.2 produced in the reaction) was analyzed on an Envision microplate reader with an excitation wavelength of 530 nm and an emission wavelength of 595 nm.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638698,37,BindingDB Database,,2015.0,None,
2405,CHEMBL3134312,,0,254.74,0,3.59,12b,CC(O)c1csc(Nc2ccc(Cl)cc2)n1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
2406,CHEMBL1594810,,0,252.73,0,3.74,8,CC(=O)c1csc(Nc2ccccc2Cl)n1,IC50,'>',188000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
2407,CHEMBL3134347,,0,418.85,1,5.28,16q,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccc(C(F)(F)F)c1,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL3135137,Inhibition of LSD1 in human THP1 cells assessed as CD86 level at <= 50 uM after 24 hrs by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,CHEMBL3307574,
2408,CHEMBL3651582,,0,287.41,0,1.30,BDBM101268,CCN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)CC1,Ki,'=',260.0,nM,6.58,,218627,UO_0000065,22.91,0.43,5.29,18.51,False,CHEMBL3707803,Biological Assay: Biological assay using monoamine oxidase or LSD1.,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3639147,37,BindingDB Database,,2013.0,None,
2409,CHEMBL4444647,,0,365.43,0,3.00,6f,CCCCNC(=O)c1cccc(C(=O)N/N=C2\CCc3cccc(O)c32)c1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4432426,Inhibition of LSD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
2410,CHEMBL4475427,,0,435.93,0,3.20,7u,CCCCNS(=O)(=O)c1ccc(C(=O)N/N=C2\CCc3c(Cl)ccc(O)c32)cc1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4432426,Inhibition of LSD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
2411,CHEMBL3759574,,0,375.5,0,4.73,27,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccsc2)cc1,Ki,'=',2400.0,nM,5.62,,,UO_0000065,14.97,0.28,0.89,9.70,False,CHEMBL3760805,Inhibition of recombinant human GST-tagged LSD1 catalytic domain (172 to 833 residues) using dimethylated H3K4 peptide substrate preincubated for 10 mins followed by substrate addition by HPLC-MS analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3758149,1,Scientific Literature,J. Med. Chem.,2016.0,None,
2412,CHEMBL4299338,,0,2381.74,None,None,4,CNNCCC[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CO)C(=O)N[C@H](CCC(N)=O)C(N)=O)C(C)C,Drug metabolism,,,,,,metabolite_detected,,,,,,False,CHEMBL3777866,"Drug metabolism assessed as LSD1 (unknown origin)-mediated demethylation of compound by measuring (3S,6S,9S,12S)-1-((S)-1-((S)-6-amino-2-((S)-2-((S)-4-amino-2-((S)-1-((S)-3-carboxy-2-((S)-2-((S)-1-((6S,9S,12S,15S,18S,21S,24S)-1,28-diamino-21-(3-guanidinopropyl)-12-(3-hydrazinylpropyl)-9-(hydroxymethyl)-1-imino-15-isobutyl-18-isopropyl-7,10,13,16,19,22-hexaoxo-6-((S)-pyrrolidine-2-carboxamido)-2,8,11,14,17,20,23-heptaazaoctacosanecarbonyl)pyrrolidine-2-carboxamido)-3-hydroxypropanamido)propanoyl)pyrrolidine-2-carboxamido)-4-oxobutanamido)-5-guanidinopentanamido)hexanoyl)pyrrolidin-2-yl)-3-(2-amino-2-oxoethyl)-12-carbamoyl-6-(4-hydroxybenzyl)-9-(hydroxymethyl)-1,4,7,10-tetraoxo-2,5,8,11-tetraazapentadecan-15-oic acid level after 22 hrs by MALDI-TOF mass spectrometric analysis",A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3774333,1,Scientific Literature,J. Med. Chem.,2016.0,None,
2413,CHEMBL3758664,,0,503.24,2,5.71,7,Brc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(Br)cc2)cc1,Ki,'=',26200.0,nM,4.58,,,UO_0000065,9.1,0.22,-1.13,9.74,False,CHEMBL3760805,Inhibition of recombinant human GST-tagged LSD1 catalytic domain (172 to 833 residues) using dimethylated H3K4 peptide substrate preincubated for 10 mins followed by substrate addition by HPLC-MS analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3758149,1,Scientific Literature,J. Med. Chem.,2016.0,None,
2414,CHEMBL121,ROSIGLITAZONE,4,357.44,0,2.49,RSG,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL2032527,Inhibition of human histone demethylase LSD1 up to 100 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2029226,1,Scientific Literature,ACS Med. Chem. Lett.,2012.0,None,
2415,CHEMBL4299296,,0,2404.77,None,None,2,C#CCN(C)CCC[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CO)C(=O)N[C@H](CCC(N)=O)C(N)=O)C(C)C,IC50,'=',17000.0,nM,4.77,,,UO_0000065,1.98,None,None,None,False,CHEMBL3776538,Inhibition of full length N-terminal His-tagged human recombinant LSD1 (1 to 852 residues) expressed in Escherichia coli BL21(DE3) cells using H3K4me2 peptide as substrate preincubated for 5 mins followed by substrate addition measured for 30 mins by peroxidase coupled assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3774333,1,Scientific Literature,J. Med. Chem.,2016.0,None,
2416,CHEMBL4463951,,0,285.3,0,2.76,WA06,COc1cc(/C=C/C(=O)Nc2ccccc2O)ccc1O,IC50,'=',6200.0,nM,5.21,,,UO_0000065,18.25,0.34,2.45,6.61,False,CHEMBL4315249,Inhibition of human recombinant LSD1 using fluorogenic ADHP as substrate preincubated for 30 mins followed by substrate addition measured after 10 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4311998,1,Scientific Literature,Bioorg Med Chem Lett,2019.0,None,
2417,CHEMBL4544926,,0,515.98,1,3.94,7r,COc1ccc(OC)c(NS(=O)(=O)c2ccc(C(=O)N/N=C3\CCc4c(Cl)ccc(O)c43)cc2)c1,Inhibition,'=',13.0,%,,,,UO_0000187,,,,,False,CHEMBL4432424,Inhibition of LSD1 (unknown origin) at 50 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
2418,CHEMBL4458759,,0,413.5,0,2.69,5d,O=C(N/N=C1\CCc2cccc(O)c21)c1cccc(S(=O)(=O)NC2CCCC2)c1,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL4432424,Inhibition of LSD1 (unknown origin) at 50 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
2419,CHEMBL4444647,,0,365.43,0,3.00,6f,CCCCNC(=O)c1cccc(C(=O)N/N=C2\CCc3cccc(O)c32)c1,Inhibition,'=',5.0,%,,,,UO_0000187,,,,,False,CHEMBL4432424,Inhibition of LSD1 (unknown origin) at 50 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
